ID_adresse;adresse
29603;7281 PERREE
29604;5927 AU MAIRE
29605;2289 DE CONSTANTINOPLE
29606;3824 FRANKLIN D ROOSEVELT
29607;9191 DU TEMPLE
29608;6296 DE MESSINE
29609;8540 SAINTE AVOIE
29610;920 BERTIN POIREE
29611;8692 SAINT MARTIN
29612;3518 DU FAUBOURG SAINT HONORE
29613;6834 NOTRE DAME DE NAZARETH
29614;2249 COMMINES
29615;8635 SAINT HONORE
29616;6387 DE MIROMESNIL
29617;9510 DE TURIN
29618;1993 DU CHEVALIER DE ST-GEORGE
29619;759 BEAUBOURG
29620;6834 NOTRE DAME DE NAZARETH
29621;3698 DU FOIN
29622;6520 MONTORGUEIL
29623;3643 DES FILLES DU CALVAIRE
29624;2249 COMMINES
29625;8531 SAINTE ANASTASE
29626;5200 DE LABORDE
29627;9191 DU TEMPLE
29628;7954 QUENTIN BAUCHART
29629;8635 SAINT HONORE
29630;900 DE BERNE
29631;8291 DU ROCHER
29632;8249 DE RIVOLI
29633;2386 DE COURCELLES
29634;6419 DE MONCEAU
29635;487 D ARTOIS
29636;7729 PORTEFOIN
29637;2387 DE COURCELLES
29638;5741 DE LONDRES
29639;5033 DU JOUR
29640;6573 DE MOSCOU
29641;6387 DE MIROMESNIL
29642;7420 PIERRE CHARRON
29643;8159 DE LA REPUBLIQUE
29644;8009 RAMBUTEAU
29645;9711 DU VERTBOIS
29646;1771 CHAPON
29647;8525 SAINT DENIS
29648;4318 GRENETA
29649;4318 GRENETA
29650;1771 CHAPON
29651;4302 DES GRAVILLIERS
29652;6450 MONTAIGNE
29653;4290 DU GRAND VENEUR
29654;9191 DU TEMPLE
29655;1021 BLONDEL
29656;8623 SAINT GERMAIN L AUXERROIS
29657;2594 DAUPHINE
29658;8339 DE ROME
29659;3682 DE FLORENCE
29660;9905 VOLTA
29661;2412 DES COUTURES SAINT GERVAIS
29662;337 ANDRIEUX
29663;6834 NOTRE DAME DE NAZARETH
29664;300 D AMSTERDAM
29665;4483 DES HAUDRIETTES
29666;2576 DARU
29667;7572 DE POITOU
29668;9804 VIGNON
29669;719 DES BATIGNOLLES
29670;1771 CHAPON
29671;6537 DU MONT THABOR
29672;6537 DU MONT THABOR
29673;8694 SAINT MARTIN
29674;6517 DE MONTMORENCY
29675;9723 DE VEZELAY
29676;8212 DE RICHELIEU
29677;9470 TRONCHET
29678;3518 DU FAUBOURG SAINT HONORE
29679;6834 NOTRE DAME DE NAZARETH
29680;8212 DE RICHELIEU
29681;8397 DU ROULE
29682;783 BEAUMARCHAIS
29683;756 DE BEARN
29684;759 BEAUBOURG
29685;300 D AMSTERDAM
29686;9470 TRONCHET
29687;8953 DE SEVIGNE
29688;2318 COQUILLIERE
29689;6444 MONSIEUR LE PRINCE
29690;1360 DE BUCI
29691;8735 SAINT PLACIDE
29692;1486 DES CANETTES
29693;5004 JOSEPH BARA
29694;8907 SEGUIER
29695;4686 HUYSMANS
29696;4314 DE GRENELLE
29697;8907 SEGUIER
29698;1087 BONAPARTE
29699;1156 DES BOULANGERS
29700;8151 DE RENNES
29701;7076 PASCAL
29702;8151 DE RENNES
29703;118 ALBERT DE LAPPARENT
29704;8705 SAINT MICHEL
29705;268 AMELIE
29706;3573 DU FER A MOULIN
29707;9527 DE L UNIVERSITE
29708;5362 LARREY
29709;1087 BONAPARTE
29710;2595 DAUPHINE
29711;8767 DES SAINTS PERES
29712;2106 CLER
29713;8690 SAINT MARCEL
29714;6838 NOTRE DAME DES CHAMPS
29715;8400 ROUSSELET
29716;3023 DUQUESNE
29717;535 AUGEREAU
29718;4314 DE GRENELLE
29719;8705 SAINT MICHEL
29720;2595 DAUPHINE
29721;4314 DE GRENELLE
29722;5945 MALAR
29723;4434 GUY DE LA BROSSE
29724;2925 DU DRAGON
29725;2177 COGNACQ JAY
29726;3673 DE FLEURUS
29727;307 ANATOLE FRANCE
29728;7837 PRINCESSE
29729;8743 SAINT ROMAIN
29730;3619 FEROU
29731;499 D ASSAS
29732;5130 JUSSIEU
29733;6448 DE LA MONTGN STE GENEVIEVE
29734;1360 DE BUCI
29735;4771 JACOB
29736;6535 DE MONTTESSUY
29737;1263 BREA
29738;8151 DE RENNES
29739;8151 DE RENNES
29740;5648 LHOMOND
29741;9524 DE L UNION
29742;1156 DES BOULANGERS
29743;5202 DE LA BOURDONNAIS
29744;6581 MOUFFETARD
29745;2187 DE LA COLLEGIALE
29746;6971 OUDINOT
29747;8421 ROYER COLLARD
29748;5945 MALAR
29749;9880 VISCONTI
29750;9013 DE SOLFERINO
29751;3747 DES FOSSES ST BERNARD
29752;1978 DU CHERCHE MIDI
29753;1978 DU CHERCHE MIDI
29754;6448 DE LA MONTGN STE GENEVIEVE
29755;5002 JOSE MARIA DE HEREDIA
29756;9544 DU VAL DE GRACE
29757;620 DU BAC
29758;4314 DE GRENELLE
29759;5308 DE LA MOTTE PICQUET
29760;2069 CLAUDE BERNARD
29761;9542 VALADON
29762;3818 FRANCO RUSSE
29763;5686 DE LILLE
29764;6315 DE MEZIERES
29765;3023 DUQUESNE
29766;5384 DE LA TOUR MAUBOURG
29767;535 AUGEREAU
29768;2177 COGNACQ JAY
29769;4314 DE GRENELLE
29770;8079 RECAMIER
29771;6448 DE LA MONTGN STE GENEVIEVE
29772;5886 MADAME
29773;1545 DU CARDINAL LEMOINE
29774;2595 DAUPHINE
29775;9527 DE L UNIVERSITE
29776;1202 DE BOURGOGNE
29777;1360 DE BUCI
29778;9380 DE LA TOURNELLE
29779;6581 MOUFFETARD
29780;499 D ASSAS
29781;2094 DE LA CLEF
29782;620 DU BAC
29783;8648 SAINT JACQUES
29784;8907 SEGUIER
29785;6432 MONGE
29786;6472 DE MONTEBELLO
29787;8903 SEDILLOT
29788;9880 VISCONTI
29789;7610 DU PONT DE LODI
29790;8529 ST DOMINIQUE
29791;8619 SAINT GERMAIN
29792;6444 MONSIEUR LE PRINCE
29793;9464 DES TROIS PORTES
29794;1545 DU CARDINAL LEMOINE
29795;1257 BRANLY
29796;1591 CASSETTE
29797;9544 DU VAL DE GRACE
29798;9546 DE VALENCE
29799;9597 DE VARENNE
29800;2169 COCHIN
29801;5130 JUSSIEU
29802;9624 DE VAUGIRARD
29803;9533 DES URSULINES
29804;9527 DE L UNIVERSITE
29805;1488 DU CANIVET
29806;4367 GUENEGAUD
29807;8933 SERPENTE
29808;9527 DE L UNIVERSITE
29809;7740 DE PORT ROYAL
29810;7911 DE QUATREFAGES
29811;3573 DU FER A MOULIN
29812;4877 JEAN DE BEAUVAIS
29813;2487 CUJAS
29814;1360 DE BUCI
29815;1277 DE BRETEUIL
29816;9527 DE L UNIVERSITE
29817;1313 BROCA
29818;9634 VAVIN
29819;5308 DE LA MOTTE PICQUET
29820;1545 DU CARDINAL LEMOINE
29821;9527 DE L UNIVERSITE
29822;7576 POLIVEAU
29823;4306 GREGOIRE DE TOURS
29824;6228 MAZARINE
29825;5130 JUSSIEU
29826;2106 CLER
29827;3098 DES ECOLES
29828;4108 GEOFFROY ST HILAIRE
29829;5202 DE LA BOURDONNAIS
29830;9588 VANEAU
29831;4306 GREGOIRE DE TOURS
29832;1202 DE BOURGOGNE
29833;499 D ASSAS
29834;1642 CENSIER
29835;8151 DE RENNES
29836;916 BERTHOLLET
29837;9376 TOURNEFORT
29838;5686 DE LILLE
29839;8484 SAINT ANDRE DES ARTS
29840;1360 DE BUCI
29841;8767 DES SAINTS PERES
29842;1278 DE BRETEUIL
29843;8913 DE SEINE
29844;3095 DE L ECOLE POLYTECHNIQUE
29845;8648 SAINT JACQUES
29846;6952 D ORSAY
29847;1486 DES CANETTES
29848;467 D ARRAS
29849;8495 SAINT BENOIT
29850;5202 DE LA BOURDONNAIS
29851;8909 DE SEGUR
29852;8400 ROUSSELET
29853;1156 DES BOULANGERS
29854;8735 SAINT PLACIDE
29855;6838 NOTRE DAME DES CHAMPS
29856;2595 DAUPHINE
29857;4314 DE GRENELLE
29858;3469 DE L EXPOSITION
29859;6432 MONGE
29860;1717 DU CHAMP DE MARS
29861;1277 DE BRETEUIL
29862;7940 DES QUATRE VENTS
29863;7467 PIERRE NICOLE
29864;9691 DE VERNEUIL
29865;8767 DES SAINTS PERES
29866;8619 SAINT GERMAIN
29867;9013 DE SOLFERINO
29868;5686 DE LILLE
29869;2263 DE CONDE
29870;535 AUGEREAU
29871;6432 MONGE
29872;8955 DE SEVRES
29873;5686 DE LILLE
29874;5686 DE LILLE
29875;8045 RASPAIL
29876;8542 SAINTE BEUVE
29877;1996 CHEVERT
29878;8648 SAINT JACQUES
29879;9597 DE VARENNE
29880;8151 DE RENNES
29881;9624 DE VAUGIRARD
29882;6971 OUDINOT
29883;9624 DE VAUGIRARD
29884;9117 SUGER
29885;8151 DE RENNES
29886;5945 MALAR
29887;1978 DU CHERCHE MIDI
29888;499 D ASSAS
29889;2094 DE LA CLEF
29890;6971 OUDINOT
29891;9544 DU VAL DE GRACE
29892;4274 DE LA GRANDE CHAUMIERE
29893;6432 MONGE
29894;4108 GEOFFROY ST HILAIRE
29895;6581 MOUFFETARD
29896;8529 ST DOMINIQUE
29897;8619 SAINT GERMAIN
29898;9355 TOULLIER
29899;1119 BOSQUET
29900;2925 DU DRAGON
29901;6838 NOTRE DAME DES CHAMPS
29902;5886 MADAME
29903;6432 MONGE
29904;4649 DE L HOPITAL
29905;1545 DU CARDINAL LEMOINE
29906;4726 DES INVALIDES
29907;1119 BOSQUET
29908;9634 VAVIN
29909;3763 DU FOUR
29910;2595 DAUPHINE
29911;2069 CLAUDE BERNARD
29912;8273 DE ROBIAC
29913;8329 ROLLIN
29914;6886 D OLIVET
29915;9691 DE VERNEUIL
29916;4314 DE GRENELLE
29917;9597 DE VARENNE
29918;7576 POLIVEAU
29919;8151 DE RENNES
29920;8955 DE SEVRES
29921;8705 SAINT MICHEL
29922;5202 DE LA BOURDONNAIS
29923;4535 HENRI BARBUSSE
29924;2263 DE CONDE
29925;6228 MAZARINE
29926;8705 SAINT MICHEL
29927;3573 DU FER A MOULIN
29928;3098 DES ECOLES
29929;3848 FREDERIC SAUTON
29930;3998 GAY LUSSAC
29931;9588 VANEAU
29932;2094 DE LA CLEF
29933;7911 DE QUATREFAGES
29934;8092 DU REGARD
29935;4935 JEAN NICOT
29936;4199 GIT LE COEUR
29937;7740 DE PORT ROYAL
29938;9114 DE SUFFREN
29939;1832 CHARLES FLOQUET
29940;9588 VANEAU
29941;8913 DE SEINE
29942;8913 DE SEINE
29943;7911 DE QUATREFAGES
29944;8742 SAINT ROMAIN
29945;1545 DU CARDINAL LEMOINE
29946;8955 DE SEVRES
29947;2724 DESCARTES
29948;8648 SAINT JACQUES
29949;6432 MONGE
29950;1978 DU CHERCHE MIDI
29951;3098 DES ECOLES
29952;8913 DE SEINE
29953;7837 PRINCESSE
29954;9691 DE VERNEUIL
29955;8619 SAINT GERMAIN
29956;3203 EMILE ACOLLAS
29957;8913 DE SEINE
29958;9691 DE VERNEUIL
29959;6838 NOTRE DAME DES CHAMPS
29960;8690 SAINT MARCEL
29961;8861 DE SAVOIE
29962;8619 SAINT GERMAIN
29963;9691 DE VERNEUIL
29964;9527 DE L UNIVERSITE
29965;6444 MONSIEUR LE PRINCE
29966;1001 BLAINVILLE
29967;6221 MAYET
29968;1371 BUFFON
29969;535 AUGEREAU
29970;5937 MAITRE ALBERT
29971;5220 LACEPEDE
29972;8762 DE ST SIMON
29973;9624 DE VAUGIRARD
29974;5636 LE VERRIER
29975;6860 DE L OBSERVATOIRE
29976;3998 GAY LUSSAC
29977;8619 SAINT GERMAIN
29978;8619 SAINT GERMAIN
29979;535 AUGEREAU
29980;6432 MONGE
29981;8772 SAINT SULPICE
29982;6444 MONSIEUR LE PRINCE
29983;1545 DU CARDINAL LEMOINE
29984;5308 DE LA MOTTE PICQUET
29985;4726 DES INVALIDES
29986;4649 DE L HOPITAL
29987;4314 DE GRENELLE
29988;4015 DU GAL BERTRAND
29989;1978 DU CHERCHE MIDI
29990;896 DES BERNARDINS
29991;1277 DE BRETEUIL
29992;9070 STANISLAS
29993;898 BERNARD PALISSY
29994;6535 DE MONTTESSUY
29995;4015 DU GAL BERTRAND
29996;1087 BONAPARTE
29997;5696 LINNE
29998;3998 GAY LUSSAC
29999;6444 MONSIEUR LE PRINCE
30000;5220 LACEPEDE
30001;9302 THOUIN
30002;9527 DE L UNIVERSITE
30003;8529 ST DOMINIQUE
30004;1313 BROCA
30005;8529 ST DOMINIQUE
30006;8529 ST DOMINIQUE
30007;10 DE L ABBE GREGOIRE
30008;499 D ASSAS
30009;3573 DU FER A MOULIN
30010;8690 SAINT MARCEL
30011;9975 XAVIER PRIVAS
30012;6228 MAZARINE
30013;3763 DU FOUR
30014;5308 DE LA MOTTE PICQUET
30015;7576 POLIVEAU
30016;1589 CASIMIR PERIER
30017;9527 DE L UNIVERSITE
30018;618 DE BABYLONE
30019;8955 DE SEVRES
30020;6535 DE MONTTESSUY
30021;8690 SAINT MARCEL
30022;4348 DU GROS CAILLOU
30023;9719 VESALE
30024;8151 DE RENNES
30025;9793 DU VIEUX COLOMBIER
30026;4314 DE GRENELLE
30027;8648 SAINT JACQUES
30028;1978 DU CHERCHE-MIDI
30029;2925 DU DRAGON
30030;8045 RASPAIL
30031;6581 MOUFFETARD
30032;1978 DU CHERCHE-MIDI
30033;6432 MONGE
30034;8454 DU SABOT
30035;4649 DE L HOPITAL
30036;5004 JOSEPH BARA
30037;4332 DE GRIBEAUVAL
30038;7911 DE QUATREFAGES
30039;4274 DE LA GRANDE CHAUMIERE
30040;9387 DE TOURNON
30041;4367 GUENEGAUD
30042;6228 MAZARINE
30043;7451 PIERRE LEROUX
30044;6431 MONGE
30045;1313 BROCA
30046;785 DE BEAUNE
30047;1202 DE BOURGOGNE
30048;6228 MAZARINE
30049;785 DE BEAUNE
30050;8648 SAINT JACQUES
30051;6 DE L ABBE DE L EPEE
30052;9527 DE L UNIVERSITE
30053;8151 DE RENNES
30054;4306 GREGOIRE DE TOURS
30055;3001 DUPIN
30056;2169 COCHIN
30057;1978 DU CHERCHE MIDI
30058;7467 PIERRE NICOLE
30059;6432 MONGE
30060;1156 DES BOULANGERS
30061;9114 DE SUFFREN
30062;268 AMELIE
30063;9524 DE L UNION
30064;8861 DE SAVOIE
30065;7451 PIERRE LEROUX
30066;9691 DE VERNEUIL
30067;4314 DE GRENELLE
30068;9880 VISCONTI
30069;7451 PIERRE LEROUX
30070;1978 DU CHERCHE MIDI
30071;1257 BRANLY
30072;2287 DE CONSTANTINE
30073;9527 DE L UNIVERSITE
30074;9393 DE TOURVILLE
30075;1996 CHEVERT
30076;8151 DE RENNES
30077;2106 CLER
30078;6838 NOTRE DAME DES CHAMPS
30079;3998 GAY LUSSAC
30080;8735 SAINT PLACIDE
30081;6432 MONGE
30082;8092 DU REGARD
30083;2595 DAUPHINE
30084;3998 GAY LUSSAC
30085;5636 LE VERRIER
30086;8619 SAINT GERMAIN
30087;9838 DE LA VILLETTE
30088;4571 HENRY MONNIER
30089;9838 DE LA VILLETTE
30090;4295 DE GRANGE BATELIERE
30091;9838 DE LA VILLETTE
30092;1379 BUISSON ST LOUIS
30093;1916 DU CHATEAU D EAU
30094;5907 DE MAGENTA
30095;6183 DE MAUBEUGE
30096;3516 DU FBG SAINT DENIS
30097;2938 DUBAIL
30098;4293 LA GRANGE AUX BELLES
30099;5907 DE MAGENTA
30100;7350 DES PETITS HOTELS
30101;2088 CLAUDE VELLEFAUX
30102;8782 ST VINCENT DE PAUL
30103;8299 RODIER
30104;8288 DE ROCHECHOUART
30105;188 ALFRED STEVENS
30106;4559 HENRI FEULARD
30107;2909 DE DOUAI
30108;1924 DE CHATEAU LANDON
30109;3713 PIERRE FONTAINE
30110;2088 CLAUDE VELLEFAUX
30111;4222 GODOT DE MAUROY
30112;8699 SAINT MAUR
30113;9988 YVES TOUDIC
30114;9988 YVES TOUDIC
30115;9838 DE LA VILLETTE
30116;5291 LAMARTINE
30117;8143 RENE BOULANGER
30118;2268 CONDORCET
30119;6700 DE NAVARIN
30120;8299 RODIER
30121;5764 LOUIS BLANC
30122;5240 LA FAYETTE
30123;3512 DU FG POISSONNIERE
30124;6147 DES MARTYRS
30125;1379 BUISSON ST LOUIS
30126;1009 BLANCHE
30127;952 BICHAT
30128;9848 DES VINAIGRIERS
30129;8299 RODIER
30130;9838 DE LA VILLETTE
30131;3638 DE LA FIDELITE
30132;8617 SAINT GEORGES
30133;2909 DE DOUAI
30134;9485 TRUDAINE
30135;4497 D HAUTEVILLE
30136;3522 DU FBG ST MARTIN
30137;3522 DU FBG ST MARTIN
30138;1345 DE BRUXELLES
30139;4514 HEBRARD
30140;8288 DE ROCHECHOUART
30141;7043 DE PARADIS
30142;8218 RICHER
30143;300 D AMSTERDAM
30144;5026 JOUBERT
30145;478 ARTHUR GROUSSIER
30146;5844 LUCIEN SAMPAIX
30147;2685 DU DELTA
30148;5211 LA BRUYERE
30149;8289 DE ROCHECHOUART
30150;8289 DE ROCHECHOUART
30151;9439 DE TREVISE
30152;8299 RODIER
30153;7484 JEAN BAPTISTE PIGALLE
30154;9155 TAITBOUT
30155;1547 DU CARDINAL MERCIER
30156;5026 JOUBERT
30157;8692 SAINT MARTIN
30158;3508 DU FBG DU TEMPLE
30159;1924 DE CHATEAU LANDON
30160;3713 PIERRE FONTAINE
30161;1617 DE CAUMARTIN
30162;3516 DU FBG SAINT DENIS
30163;2990 DE DUNKERQUE
30164;3508 DU FBG DU TEMPLE
30165;3516 DU FBG SAINT DENIS
30166;3522 DU FBG ST MARTIN
30167;6358 DE MILAN
30168;1009 BLANCHE
30169;1407 CADET
30170;1775 CHAPTAL
30171;9737 VICQ D AZIR
30172;3516 DU FBG SAINT DENIS
30173;8673 SAINT LAZARE
30174;4965 JEAN ET MARIE MOINON
30175;5211 LA BRUYERE
30176;8673 SAINT LAZARE
30177;5240 LA FAYETTE
30178;952 BICHAT
30179;7065 DE PARME
30180;6147 DES MARTYRS
30181;5981 MANUEL
30182;7328 DES PETITES ECURIES
30183;7484 JEAN BAPTISTE PIGALLE
30184;7479 PIERRE SEMARD
30185;6076 MARIE ET LOUISE
30186;5381 DE LA TOUR D AUVERGNE
30187;5987 DES MARAIS
30188;3508 DU FBG DU TEMPLE
30189;5764 LOUIS BLANC
30190;827 DE BELLEFOND
30191;8289 DE ROCHECHOUART
30192;2994 DUPERRE
30193;8295 ROCROY
30194;249 D ALSACE
30195;3516 DU FBG SAINT DENIS
30196;8289 DE ROCHECHOUART
30197;8673 SAINT LAZARE
30198;398 DE L AQUEDUC
30199;8289 DE ROCHECHOUART
30200;6147 DES MARTYRS
30201;1547 DU CARDINAL MERCIER
30202;6369 MILTON
30203;3512 DU FG POISSONNIERE
30204;5519 LENTONNET
30205;6424 MONCEY
30206;3508 DU FBG DU TEMPLE
30207;3084 DE L ECHIQUIER
30208;3522 DU FBG ST MARTIN
30209;2768 DES DEUX GARES
30210;8218 RICHER
30211;249 D ALSACE
30212;1129 BOUCHARDON
30213;3638 DE LA FIDELITE
30214;7483 PIGALLE
30215;5907 DE MAGENTA
30216;8289 DE ROCHECHOUART
30217;3522 DU FBG ST MARTIN
30218;4445 GUY PATIN
30219;8081 DES RECOLLETS
30220;4571 HENRY MONNIER
30221;1009 BLANCHE
30222;2990 DE DUNKERQUE
30223;5907 DE MAGENTA
30224;6832 NOTRE DAME DE LORETTE
30225;5907 DE MAGENTA
30226;7484 JEAN BAPTISTE PIGALLE
30227;3508 DU FBG DU TEMPLE
30228;8299 RODIER
30229;2990 DE DUNKERQUE
30230;3508 DU FBG DU TEMPLE
30231;1017 BLEUE
30232;9549 VALENCIENNES
30233;7359 PETRELLE
30234;8836 SAULNIER
30235;8299 RODIER
30236;6226 MAZAGRAN
30237;3516 DU FBG SAINT DENIS
30238;6147 DES MARTYRS
30239;5764 LOUIS BLANC
30240;8617 SAINT GEORGES
30241;8673 SAINT LAZARE
30242;3516 DU FBG SAINT DENIS
30243;9988 YVES TOUDIC
30244;1363 DE BUDAPEST
30245;7067 PARMENTIER
30246;7359 PETRELLE
30247;3516 DU FBG SAINT DENIS
30248;4159 GERANDO
30249;5381 DE LA TOUR D AUVERGNE
30250;3522 DU FBG ST MARTIN
30251;7422 PIERRE CHAUSSON
30252;3516 DU FBG SAINT DENIS
30253;7359 PETRELLE
30254;8289 DE ROCHECHOUART
30255;3522 DU FBG ST MARTIN
30256;5665 DE LIEGE
30257;9568 DE VALMY
30258;8289 DE ROCHECHOUART
30259;5315 DE LANCRY
30260;952 BICHAT
30261;2116 DE CLICHY
30262;1434 DE CALAIS
30263;4571 HENRY MONNIER
30264;7484 JEAN BAPTISTE PIGALLE
30265;5907 DE MAGENTA
30266;8299 RODIER
30267;1168 DE LA BOULE ROUGE
30268;478 ARTHUR GROUSSIER
30269;6425 MONCEY
30270;3284 D ENGHIEN
30271;7043 DE PARADIS
30272;4965 JEAN ET MARIE MOINON
30273;3374 ESTIENNE D ORVES
30274;4571 HENRY MONNIER
30275;6832 NOTRE DAME DE LORETTE
30276;8699 SAINT MAUR
30277;9848 DES VINAIGRIERS
30278;4293 LA GRANGE AUX BELLES
30279;8782 ST VINCENT DE PAUL
30280;1434 DE CALAIS
30281;1009 BLANCHE
30282;9838 DE LA VILLETTE
30283;2738 DU DESIR
30284;5240 LA FAYETTE
30285;8082 DES RECOLLETS
30286;6832 NOTRE DAME DE LORETTE
30287;6130 MARTEL
30288;2994 DUPERRE
30289;9100 DE STRASBOURG
30290;7328 DES PETITES ECURIES
30291;2990 DE DUNKERQUE
30292;2116 DE CLICHY
30293;3508 DU FBG DU TEMPLE
30294;6076 MARIE ET LOUISE
30295;827 DE BELLEFOND
30296;5356 DE LA ROCHEFOUCAULD
30297;9568 DE VALMY
30298;8617 SAINT GEORGES
30299;2990 DE DUNKERQUE
30300;7038 PAPILLON
30301;3512 DU FBG POISSONNIERE
30302;3516 DU FBG SAINT DENIS
30303;5240 LA FAYETTE
30304;4965 JEAN ET MARIE MOINON
30305;3522 DU FBG ST MARTIN
30306;5240 LA FAYETTE
30307;6183 DE MAUBEUGE
30308;3084 DE L ECHIQUIER
30309;8218 RICHER
30310;888 BERGERE
30311;3084 DE L ECHIQUIER
30312;6700 DE NAVARIN
30313;2909 DE DOUAI
30314;3522 DU FBG ST MARTIN
30315;3516 DU FBG SAINT DENIS
30316;2268 CONDORCET
30317;5240 LA FAYETTE
30318;4497 D HAUTEVILLE
30319;1419 CAIL
30320;3516 DU FBG SAINT DENIS
30321;1379 BUISSON ST LOUIS
30322;6541 DE MONTYON
30323;3508 DU FBG DU TEMPLE
30324;4293 LA GRANGE AUX BELLES
30325;8299 RODIER
30326;3508 DU FBG DU TEMPLE
30327;7043 DE PARADIS
30328;5240 LA FAYETTE
30329;7043 DE PARADIS
30330;887 BERGERE
30331;4965 JEAN ET MARIE MOINON
30332;3522 DU FBG ST MARTIN
30333;5381 DE LA TOUR D AUVERGNE
30334;1379 BUISSON ST LOUIS
30335;7155 PAUL ESCUDIER
30336;827 DE BELLEFOND
30337;90 DE L AGENT BAILLY
30338;8218 RICHER
30339;4798 JACQUES LOUVEL TESSIER
30340;4293 LA GRANGE AUX BELLES
30341;3522 DU FBG ST MARTIN
30342;9838 DE LA VILLETTE
30343;2113 DE CLICHY
30344;3522 DU FBG ST MARTIN
30345;1009 BLANCHE
30346;8836 SAULNIER
30347;2116 DE CLICHY
30348;1434 DE CALAIS
30349;5844 LUCIEN SAMPAIX
30350;5764 LOUIS BLANC
30351;1009 BLANCHE
30352;1379 BUISSON ST LOUIS
30353;3516 DU FBG SAINT DENIS
30354;8782 ST VINCENT DE PAUL
30355;8299 RODIER
30356;9439 DE TREVISE
30357;7360 PETRELLE
30358;1676 DE CHABROL
30359;3512 DU FBG POISSONNIERE
30360;5907 DE MAGENTA
30361;3522 DU FBG ST MARTIN
30362;3522 DU FBG ST MARTIN
30363;3516 DU FBG SAINT DENIS
30364;2116 DE CLICHY
30365;9775 VICTOR MASSE
30366;1920 DE CHATEAUDUN
30367;90 DE L AGENT BAILLY
30368;3512 DU FG POISSONNIERE
30369;7252 PERDONNET
30370;7484 JEAN BAPTISTE PIGALLE
30371;8289 DE ROCHECHOUART
30372;3512 DU FG POISSONNIERE
30373;6700 DE NAVARIN
30374;1937 CHAUCHAT
30375;3510 DU FBOURG MONTMARTRE
30376;2268 CONDORCET
30377;8583 SAINTE MARTHE
30378;9100 DE STRASBOURG
30379;2689 DE DENAIN
30380;3516 DU FBG SAINT DENIS
30381;1290 BRIARE
30382;8289 DE ROCHECHOUART
30383;1168 DE LA BOULE ROUGE
30384;9988 YVES TOUDIC
30385;3713 PIERRE FONTAINE
30386;9838 DE LA VILLETTE
30387;9222 TESSON
30388;3713 PIERRE FONTAINE
30389;3522 DU FBG ST MARTIN
30390;4427 GUSTAVE TOUDOUZE
30391;5844 LUCIEN SAMPAIX
30392;2268 CONDORCET
30393;3512 DU FG POISSONNIERE
30394;7484 JEAN BAPTISTE PIGALLE
30395;6425 MONCEY
30396;3516 DU FBG SAINT DENIS
30397;2116 DE CLICHY
30398;3516 DU FBG SAINT DENIS
30399;8699 SAINT MAUR
30400;7043 DE PARADIS
30401;7065 DE PARME
30402;5907 DE MAGENTA
30403;1676 DE CHABROL
30404;7428 PIERRE DUPONT
30405;9988 YVES TOUDIC
30406;3516 DU FBG SAINT DENIS
30407;3508 DU FBG DU TEMPLE
30408;5240 LA FAYETTE
30409;9954 DU WAUX HALL
30410;1017 BLEUE
30411;8254 ROBERT BLACHE
30412;6183 DE MAUBEUGE
30413;3522 DU FBG ST MARTIN
30414;9848 DES VINAIGRIERS
30415;853 DE BELZUNCE
30416;5907 DE MAGENTA
30417;1676 DE CHABROL
30418;1756 DE CHANTILLY
30419;3516 DU FBG SAINT DENIS
30420;1419 CAIL
30421;2088 CLAUDE VELLEFAUX
30422;8289 DE ROCHECHOUART
30423;3508 DU FBG DU TEMPLE
30424;6358 DE MILAN
30425;8289 DE ROCHECHOUART
30426;1378 DU BUISSON ST LOUIS
30427;3516 DU FBG SAINT DENIS
30428;9988 YVES TOUDIC
30429;9838 DE LA VILLETTE
30430;6183 DE MAUBEUGE
30431;8289 DE ROCHECHOUART
30432;3516 DU FBG SAINT DENIS
30433;159 ALEXANDRE PARODI
30434;1949 DE LA CHAUSS. D ANTIN
30435;8836 SAULNIER
30436;5907 DE MAGENTA
30437;6223 MAYRAN
30438;3522 DU FBG ST MARTIN
30439;4222 GODOT DE MAUROY
30440;1916 DU CHATEAU D EAU
30441;2909 DE DOUAI
30442;8801 DE SAMBRE ET MEUSE
30443;9848 DES VINAIGRIERS
30444;9155 TAITBOUT
30445;3512 DU FBG POISSONNIERE
30446;3522 DU FBG ST MARTIN
30447;8617 SAINT GEORGES
30448;1419 CAIL
30449;952 BICHAT
30450;9848 DES VINAIGRIERS
30451;8289 DE ROCHECHOUART
30452;9222 TESSON
30453;9207 DU TERRAGE
30454;2909 DE DOUAI
30455;7484 JEAN BAPTISTE PIGALLE
30456;398 DE L AQUEDUC
30457;3516 DU FBG SAINT DENIS
30458;853 DE BELZUNCE
30459;1776 CHAPTAL
30460;5240 LA FAYETTE
30461;5240 LA FAYETTE
30462;5764 LOUIS BLANC
30463;8699 SAINT MAUR
30464;1379 BUISSON ST LOUIS
30465;9988 YVES TOUDIC
30466;9988 YVES TOUDIC
30467;2990 DE DUNKERQUE
30468;7484 JEAN BAPTISTE PIGALLE
30469;3638 DE LA FIDELITE
30470;2268 CONDORCET
30471;9848 DES VINAIGRIERS
30472;8218 RICHER
30473;7385 PHILIPPE DE GIRARD
30474;7360 PETRELLE
30475;8617 SAINT GEORGES
30476;4222 GODOT DE MAUROY
30477;3512 DU FBG POISSONNIERE
